,Unnamed: 0.42,Unnamed: 0.41,Unnamed: 0.40,Unnamed: 0.39,Unnamed: 0.38,Unnamed: 0.37,Unnamed: 0.36,Unnamed: 0.35,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,username,nickname,tweet_path,tweet
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,1511702646021062667,Hello_7865,🔥🥚,/Hello_7865/status/1514760163047391232,"야 이새끼들아 어디서 쌈박질이야 

다롱 초롱 새끼들 pic.twitter.com/CsfJxK4DZV"
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,776824958638919680,hello__aru,날놔줘이아루🥕,/hello__aru/status/1514771234705207296,이승훈이 내새끼 귀여워 하는 방법 pic.twitter.com/IqQYizjaau
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1407879324783443969,hello_pptnz,네가 뭔 상관인데!!,/hello_pptnz/status/1514750342051020804,출근은 해야지.... pic.twitter.com/Bm1UHAJ7Ga
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,931740287096930304,Hello_im_rine,린에,/Hello_im_rine/status/1514745185695313923,서울로 간다pic.twitter.com/lf6Q1cgH3x
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,4841533034,hi_hello_fine,팦🎗,/hi_hello_fine/status/1514779948870893571,"19일 10시 모래시계 티켓팅....
저 다른 티팅 안해요 도와주시면 은혜를 갚겠나이다ㅠㅠㅠㅠ"
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1347947466,Berti_and_Ernie,Ernie and Berti,/Berti_and_Ernie/status/1514655299893964807,Hello #mommy! #dogfriends pic.twitter.com/IE56JGzj9N
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,2917937000,helloDrblue,😷blue~🧘🏻‍♀️,/helloDrblue/status/1514777875961966603,가족들도 상황이 이렇게까지 심각한건 몰랐을듯
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1513524376703930371,Hello_B16,Hello B,/Hello_B16/status/1514770306828709895,"해피한 일들이 많이 생기는 HAPPIER TOWN 을 아시나요? 

아직 모르신다고요? 
 
오롤리데이에서 야심차게 준비한 첫 NFT프로젝트!! 
행복에 진심인 우리 못난이들 만나러오세요

디스코드: https://discord.gg/2chzeW42 
#NFT #HAPPIERTOWN pic.twitter.com/bD6iVSY2XT"
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1507687930286206981,hi_or_hello22,Vv 앙뇽 (*ૂ❛ᴗ❛*ૂ)vV,/hi_or_hello22/status/1514749550707511296,스밍권 없다고 찡찡대지 말고 방법을 찾으세요 방법을!!!https://twitter.com/hoshi_7739/status/1514747052043149316 …
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1378990457171009538,hello_ggs,Gorgeous,/hello_ggs/status/1514776052819968004,머리카락 보고 아이님 장인정신에 기절https://twitter.com/u__eye/status/1514627272732741636 …
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1507687930286206981,hi_or_hello22,Vv 앙뇽 (*ૂ❛ᴗ❛*ૂ)vV,/hi_or_hello22/status/1514753041530261504,"반모 하는 사람 혹시 흔적 남겨줄 수 있어요? 
반모 하고싶은 분도 멘션쥬세영 "
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,931740287096930304,Hello_im_rine,린에,/Hello_im_rine/status/1514775934666407937," 내 몸값
──────────────────

7000만원 가져오래

린에님의 몸값은 73782827원 입니다.
https://gaeyou.com/t/?2616 "
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,1319920171205603330,Momu4940,모뮤🌸🍡,/Momu4940/status/1514690140945354765,"Paranoia : 이거 왜이래요...?
정체불명 솜사탕...? : hello!!!!
키르셰 : (이마 탁) pic.twitter.com/mtIgS9S3Gt"
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,25159518,HelloItsAviana,♕,/HelloItsAviana/status/1514777244849238033,Time for a TL cleanse courtesy of one of my local mall pigeons who decided it was bath time! #BirdsSeenIn2022 #BirdTwitterpic.twitter.com/p3nV2O8D2L
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,705480643006898177,2wsphotography,Will Wilson,/2wsphotography/status/1514502867591303178,"A Spotted Eagle Owl, photographed on safari in @PilanesbergNP in South Africa. #BirdsSeenIn2022 #birding #TwitterNatureCommunitypic.twitter.com/gGSSbsCDJo"
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1235361997115412480,sp_harris1,Samantha Harris,/sp_harris1/status/1514772183695822849,"Synchronicity...yet, there is always one flying to a different beat.  Black-necked stilts in flight over Lynx Lake in #Prescott #BirdsSeenin2022 #birdphotography #birds #naturephotographypic.twitter.com/LPn2Qt81s9"
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1093849997102206976,Vogels6,Genieten van Vogels en Natuur (YouTube H vd B),/Vogels6/status/1514544240319242243,"#BirdsSeenin2022
#ROSSE_STEKELSTAARTEN

Gezien op 09-02-2022 in De Nieuwe Driemanspolder in Zoetermeer.

@vogelnieuws @waarneming @sovon @volgdenatuur @VroegeVogels
#oxyurajamaicensis #ruddyduck #rossestekelstaart pic.twitter.com/q4tWggzaa6"
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1240365269953978370,SergioCuellarR,Sergio Andrés Cuéllar Ramírez,/SergioCuellarR/status/1514612755000553490,"Diamante coronado.
[Heliodoxa leadbeateri] Violet-fronted Brilliant
#birdsofcolombia
#BirdsSeenIn2022 pic.twitter.com/3HQoo2GgtJ"
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,807095565028917248,linjianyangbe,lin hillside,/linjianyangbe/status/1514627037700366336,"Slender-billed Scimitar Babbler, in SW China's #Yunnan province. 
by 悦鸟鸣娴

#China #野鳥 #birdwatching
#BirdsSeenIn2022 #nature
#TwitterNatureCommunity
#birds #photography @avibasepic.twitter.com/9ncDHrJiW4"
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,1371419858336944130,EspressoBird,Espresso Bird,/EspressoBird/status/1514700988296437767,"Northern flicker extracting breakfast from a fallen tree in the Central Park Loch this morning.

Sometimes these birds just get focused on a log and don’t care what’s going on around them. It barely knew I was there.

#birdcpp #BirdsSeenIn2022 #northernflicker #birdphotographypic.twitter.com/xIkzsHJw0x"
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,917587402985693184,sydcannings1,Syd Cannings,/sydcannings1/status/1514764473214545943,"I was creeping up on a Bald Eagle to take its picture, but didn't see its mate in the tree right beside me until the last minute! It won the staring contest... #Whitehorse #Yukon #BirdsSeenIn2022 pic.twitter.com/x5w5OPmE0c"
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1097145788608770048,FrostyVeldskoen,dave B 🇪🇸,/FrostyVeldskoen/status/1514483596936970245,"What do you do when rising water washes your nest away, build another of course. Coot rushing to rebuild at #ElHondo. #TwitterNatureCommunity #birding #aves #birdwatching #NotAlone #BirdsSeenIn2022 pic.twitter.com/RIWczcH5mt"
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,2171835204,crahane09,Chinmay Rahane,/crahane09/status/1514086925203697664,A Brown-headed Gull for #IndiAves #BreedingPlumage #birdphotography #BirdsSeenIn2022 #birdwatching #birds #canonphotography #Canon @indiavespic.twitter.com/LaTe008Hx6
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,25220299,GraceSimms,Grace Simms,/GraceSimms/status/1514759123715469316,"Great Blue Heron (Hendersonville, TN) #birds #birding #Canon #canonphotography #birdphotography #Heron #Herons #ThePhotoHour #birdwatching #NaturePhotography #heronsoftwitter #TwitterNatureCommunity #BirdsSeenIn2022 pic.twitter.com/2rKUqoRrsA"
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,4288869151,DrTonyGillie,Tony Gillie 💙,/DrTonyGillie/status/1514565449878495233,"Really pleased with this photo of a Treecreeper (Certhia familiaris) from the Lye Valley a few days ago. It practically landed next to me, and spent a minute or so foraging less than two metres from the ground before moving on... 
#BirdsSeenIn2022 #NaturePhotography #OX3 pic.twitter.com/BJ7tfj848m"
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,807095565028917248,linjianyangbe,lin hillside,/linjianyangbe/status/1514550782871306240,"Golden Pheasant in flight
by 龙五

#China #野鳥 #birdwatching
#BirdsSeenIn2022 #nature
#TwitterNatureCommunity
#birds #photography @avibasepic.twitter.com/cfV0MAHhIv"
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,807095565028917248,linjianyangbe,lin hillside,/linjianyangbe/status/1514690201502765059,"Black-faced Warblers are playing and splashing.
by 杯中酒

#China #野鳥 #birdwatching
#BirdsSeenIn2022 #nature
#TwitterNatureCommunity
#birds #photography @avibasepic.twitter.com/N1SZX25wQu"
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1315897109246246912,ChirpySunbird,Chirpy Sunbird,/ChirpySunbird/status/1514532109750177796,"Long-tailed Shrike at Khlong Yai Reservoir in Rayong Province, Thailand.

@Avibase #birding #birdwatching #TwitterNatureCommunity #birdphotography #NaturePhotography #BirdsSeenIn2022 pic.twitter.com/2sikSSnKJm"
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,1486928164781756418,Rex_mutikwa,Rex Mutikwa,/Rex_mutikwa/status/1512356825429168139,"Northern Carmine Bee-eater
#birds #birdwatching #BirdsSeenIn2022 pic.twitter.com/rgbQ3zwrCQ"
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,137128466,sykesjeff,Northwest Wildlife Photography,/sykesjeff/status/1514708382313324548,"Credit Jeremiah Gadsby of juv Great Horned Owls and Great blue herons 
@CanonUKandIE #birds
#wildlifephotography #nature #birds #NotAlone #BBCWildlifePOTD @BBCSpringwatch @ThePhotoHour @wildlifemag @Natures_Voice @Britnatureguide @Team4Nature @NatureUK #BirdsSeenIn2022 #Wildlifpic.twitter.com/Sz0NZzhSto"
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1452780715502972930,dusty_haskins,Dusty Haskins,/dusty_haskins/status/1512600673006899200,"You've evaded me long enough! I got you tonight you son of a barred owl!
#photo #BirdsSeenIn2022 #photooftheday #photo #wildlifepic.twitter.com/rwok7eQwax"
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,1362460111323725826,InnsRobert,Robert Inns,/InnsRobert/status/1514715175257051137,Welcome back “Colin” what a fabulous start to the long weekend this evening. @SurreyBirdNews #BirdsSeenIn2022 #birds #birdphotographypic.twitter.com/4xNcFmKlsR
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,103007226,jasbirsrandhawa,Jasbir S. Randhawa,/jasbirsrandhawa/status/1514566785420300291,"Red-tailed Wheatear aka Persian Wheatear (Oenanthe chrysopygia)
Mohali (09.03.2022)

#BirdsSeenIn2022 @Britnatureguide #IndiAves @IndiAves #ThePhotoHour #BBCWildlifePOTD @Avibase @cbcchandigarh #EarthCapture @BBCEarth #WildlifePhotography #TwitterNatureCommunity #Birding #Nikon pic.twitter.com/ybKUlBUQMq"
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1202558655696031744,PearlMione,mione,/PearlMione/status/1514752214707077123,https://www.facebook.com/1465786987/posts/10227776219178705/ …
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1276988011192950785,dolIabiIIs,j,/dolIabiIIs/status/1514774401266245637,ELLE KOREA MAY ISSUE IS BBHMM LISA SHE DID IT FOR ME!!!!!!!!pic.twitter.com/oLJUPX0Gk1
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,3319333645,liliriot,🔱,/liliriot/status/1514776409276764170,absolutelypic.twitter.com/j8JNbJQrhf
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,3319333645,liliriot,🔱,/liliriot/status/1514774111674798098,these two are ITpic.twitter.com/YQ0cUsay9m
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,3319333645,liliriot,🔱,/liliriot/status/1514773147253293064,this one’s cute toopic.twitter.com/LZTYMhDP9j
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,3319333645,liliriot,🔱,/liliriot/status/1514772676312645637,HEY YOUpic.twitter.com/L2b9rlmIcz
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,3319333645,liliriot,🔱,/liliriot/status/1514772473815834635,HELLO????pic.twitter.com/LSL04Inv0a
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,1378395353989398537,lalisahourIy,hourly lisa,/lalisahourIy/status/1514769782649733125,LALISA OH MY GOD???????pic.twitter.com/7rO3oQ1YKk
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,3319333645,liliriot,🔱,/liliriot/status/1514772245494730752,LISAAAAAAAAAAAAAAApic.twitter.com/yhatcwn110
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,3319333645,liliriot,🔱,/liliriot/status/1514772187646869514,OH MY FUCKING GODpic.twitter.com/m8B903M7yJ
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,3319333645,liliriot,🔱,/liliriot/status/1514741783581933568,AHIHIhttps://twitter.com/chartdata/status/1514735248268951569 …
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,744260935527735296,chartdata,chart data,/chartdata/status/1514735248268951569,LISA of @BLACKPINK has now sold over 1 million single units in the US as a soloist.
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,3319333645,liliriot,🔱,/liliriot/status/1514649521824878597,ella y yapic.twitter.com/Zg533PVXcd
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,3319333645,liliriot,🔱,/liliriot/status/1514649296821436426,bub pic.twitter.com/gbsZoWpuI5
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,3319333645,liliriot,🔱,/liliriot/status/1514620269759021056,oh yes oh yeshttps://twitter.com/neonrated/status/1514539381565976578 …
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,33072776,DBenitez95,Diana Benitez 🎄🐌,/DBenitez95/status/1514450673441525762,Barbara Lopez is just so talented. She’s so good at making me cry.
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,3319333645,liliriot,🔱,/liliriot/status/1514388073441865728,estoy así  de ir a buscar a bárbara
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,3319333645,liliriot,🔱,/liliriot/status/1514387296950362120,en cuerna? https://twitter.com/blpupdates/status/1514380617235972097 …
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,780460754910732288,DiscussingFilm,DiscussingFilm,/DiscussingFilm/status/1514358487198928899,"Scrat finally gets the acorn as a farewell to Blue Sky Studios.

“In the final days of Blue Sky Studios, a small team of artists came together to do one final shot. This shot is a farewell, a send-off on our own terms.”pic.twitter.com/Z9QmNEX4x1"
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,2585740993,lalisarchive,lisa pics,/lalisarchive/status/1354682920850612225,PRETTY SAVAGE pic.twitter.com/ngoUFJ03EH
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,816372348345577472,HijosdeAztlan,Hijos de Aztlán,/HijosdeAztlan/status/1514212044387536910,El lado oscuro de los concursos de belleza #Señorita89 @StarzPlayhttp://loshijosdeaztlan.com/2022/04/13/senorita-89-una-serie-que-relata-bien-como-es-nuestro-mexico/ …
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1511354603312398354,Marcum09,Aaron Marcum,/Marcum09/status/1514697876055945216,Hanging in there… you?
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1254756511575932929,TimileyinGbada1,Timileyin Gbadamosi,/TimileyinGbada1/status/1514697894082789391,Bad
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1453296729491746817,ArchesNFT,Tochi🎯❌ ⛵️,/ArchesNFT/status/1514697915528355840,Blessed fam 
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,51484228,lgmm1,L.G.M.M 🇻🇪🇺🇦,/lgmm1/status/1514697916685950978,"Hi , so so"
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1080433425612460032,roman_konyk,Roman Konyk,/roman_konyk/status/1514697921463300097,
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1421124891261116420,kalyanua24,ukrcryptonft🇺🇦,/kalyanua24/status/1514697930925563906,"Enjoying the weather, you?"
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1409055108097249280,Frtclk21,ByKato,/Frtclk21/status/1514697942464180231,İyi saol sizin nasıl geçiyor ben Türkiye'den selamlar ailem
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,364886180,dimes78,Mr dimes,/dimes78/status/1514697950571732999,
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1506959790303551495,Emybenz007,Emybenz,/Emybenz007/status/1514697953990041608,Fine
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1508049976303448069,Sammy233526551,Sammy,/Sammy233526551/status/1514697959530967040,it's good
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514725662342500355," #GIVEWAY WITH CRAZYKARTS SOCIETY 
 5 WL TO WIN + 0.5 SOL 



To Enter:
 Follow @crazykartssoc
 Join CrazyKartsSocs’s Telegram channel https://t.me/+tcrVoUtSYDsyZDJk …
 Like, RT and send proof under this post. 

END IN 24 hours 

gl fam pic.twitter.com/12RouLARlw"
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514773200709713925,Gn fam 
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514744570436853772,"The more I see you, the more chances you have to win "
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514739860338212882,"Congratulations: @rosier_qml 

Check your dm https://twitter.com/cryp_toplayer/status/1514565103370264576 …"
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514739076204843012,"50$ to someone that retweets my pinned giveaway. 

Only for 1 of the first 200 "
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514738795698085893,can’t wait to tell my grandkids that I was alive during the great #NFT adoption period.
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514737680894107658,grateful for good weed and good NFT’s
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514726263931514886,Check my pinned fam 
